,University Admission year,Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?
610,2020,Male,21,2019,8,Yes,No,2,1,Online,Yes,Yes,1,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Bachelor,No,9.9,No,9.65,87,120000
611,2022,Male,20,2020,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Data Science,Single,No,Bachelor,No,8.225,No,8.225,11,40000
612,2022,Female,22,2017,1,Yes,Yes,3,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,9.375,No,9.375,12,50000
613,2020,Female,21,2019,8,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,9.15,No,9.5,87,50000
614,2022,Female,20,2019,1,Yes,Yes,2,3,Offline,Yes,Yes,1,Basic,97,No,No,Yes,Programming,2,NETWORKING,Single,Yes,Family,No,0.0,No,0.0,0,45000
615,2019,Male,21,2019,8,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,2,NETWORKING,Single,No,Bachelor,No,9.7,No,9.275,92,30000
616,2020,Male,22,2018,8,Yes,Yes,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,10.0,No,9.725,75,30000
617,2019,Male,21,2018,8,Yes,Yes,2,2,Offline,No,Yes,3,Intermediate,90,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,9.1,No,8.55,100,18000
618,2018,Male,25,2016,13,Yes,Yes,2,2,Online,Yes,Yes,3,Intermediate,90,Yes,Yes,Yes,Programming,2,Software,Single,No,Family,No,6.0,No,6.025,86,50000
619,2021,Female,20,2020,2,No,No,2,1,Offline,Yes,No,3,Basic,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,Yes,6.675,No,6.675,12,25000
620,2021,Female,22,2018,2,Yes,No,4,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,3,Software,Married,No,Family,Yes,7.1499999999999995,No,7.1499999999999995,15,50000
621,2021,Male,20,2020,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,Yes,Bachelor,Yes,6.574999999999999,No,7.675,27,25000
622,2020,Female,21,2018,8,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,96,No,No,Yes,Web development,2,Machine Learning,Single,No,Family,Yes,8.7,No,9.350000000000001,87,20000
623,2022,Male,19,2020,2,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Software,Single,No,Family,No,9.375,No,9.375,12,30000
624,2019,Male,21,2019,8,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,9.85,No,9.7,90,30000
625,2022,Female,21,2019,1,Yes,Yes,2,1,Offline,Yes,No,5,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,0.0,No,0.0,0,40000
626,2022,Female,20,2020,1,Yes,No,2,1,Offline,Yes,Yes,2,Basic,99,No,No,Yes,Programming,2,Software,Single,No,Family,No,10.0,No,10.0,13,62488
627,2020,Female,21,2018,8,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,1,Software,Engaged,No,Family,Yes,8.75,No,9.075,87,90000
628,2022,Male,19,2020,2,Yes,No,3,1,Online,Yes,Yes,2,Basic,85,No,No,No,Cyber security,1,Software,Single,No,Family,No,4.7749999999999995,No,4.375,6,300000
629,2022,Male,20,2021,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,None,1,Software,Single,No,Family,No,9.625,No,9.625,11,30000
630,2020,Male,22,2019,8,No,Yes,1,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Others,2,Machine Learning,Single,Yes,Bachelor,No,4.925,No,6.925,85,40000
631,2022,Male,20,2020,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,Software,Single,No,Family,No,8.774999999999999,No,8.774999999999999,11,40000
632,2022,Male,21,2019,2,No,No,3,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Bachelor,No,9.625,No,9.625,11,20000
633,2022,Female,20,2020,2,Yes,Yes,3,3,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,10.0,No,10.0,11,50000
634,2022,Male,19,2020,2,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Bachelor,No,8.025,No,8.025,11,40000
635,2020,Female,22,2019,8,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Software Development,2,Hardware,Single,Yes,Family,No,7.875,No,9.125,84,50000
636,2022,Male,21,2020,2,Yes,No,4,3,Offline,Yes,Yes,1,Basic,80,Yes,Yes,Yes,Programming,1,Software,Relationship,Yes,Bachelor,Yes,7.75,No,7.75,14,20000
637,2019,Male,23,2016,10,Yes,No,1,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Others,3,Machine Learning,Single,No,Bachelor,No,8.05,No,8.675,95,13500
638,2021,Female,22,2019,3,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,8.8,No,9.425,23,25000
639,2021,Female,20,2020,3,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,8.100000000000001,No,8.299999999999999,23,80000
640,2019,Male,23,2017,11,No,Yes,10,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,4,Software,Single,Yes,Bachelor,Yes,9.85,Yes,9.875,126,25000
641,2020,Female,22,2018,8,No,No,4,1,Online,Yes,Yes,7,Intermediate,80,No,No,No,Others,1,Machine Learning,Single,Yes,Family,No,6.25,No,7.125,90,70000
642,2020,Female,21,2018,8,No,Yes,3,1,Offline,Yes,Yes,3,Basic,88,No,No,No,Others,5,NETWORKING,Single,No,Bachelor,Yes,6.625,No,7.125,70,35000
643,2021,Male,20,2020,2,Yes,Yes,1,4,Online,Yes,No,6,Intermediate,80,No,No,No,Software Development,1,Software,Single,No,Family,No,7.275,No,7.275,11,25000
644,2015,Male,26,2014,22,No,Yes,5,4,Offline,Yes,Yes,1,Intermediate,100,Yes,Yes,Yes,Programming,1,Software,Single,No,Bachelor,No,8.05,No,7.075,103,25000
645,2020,Male,21,2019,7,Yes,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development,1,Software,Single,Yes,Family,No,9.175,No,8.7,75,62488
646,2022,Female,21,2019,2,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Bachelor,No,10.0,No,10.0,12,30000
647,2022,Male,21,2020,2,Yes,Yes,3,1,Offline,Yes,Yes,5,Basic,95,No,No,Yes,Programming,1,Machine Learning,Single,Yes,Family,No,9.8,No,9.8,12,35000
648,2019,Male,23,2018,11,No,No,6,2,Online,Yes,Yes,6,Advance,90,No,No,Yes,Web development,5,UI/UX,Single,No,Bachelor,No,7.55,No,7.625,123,40000
649,2020,Female,21,2019,8,No,Yes,13,2,Online,Yes,Yes,1,Advance,100,No,No,No,Programming,2,NETWORKING,Single,No,Family,No,9.425,No,9.225,88,5000
650,2021,Male,21,2020,4,No,Yes,2,1,Offline,Yes,Yes,3,Intermediate,96,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,9.725,No,9.25,35,90000
651,2014,Female,25,2013,15,No,Yes,4,3,Offline,Yes,Yes,1,Intermediate,90,Yes,No,Yes,Networking,2,Software,Married,No,Family,No,7.65,No,7.1499999999999995,140,40000
652,2019,Male,21,2019,8,No,Yes,1,2,Online,Yes,Yes,4,Intermediate,57,Yes,No,No,Programming,3,Software,Single,Yes,Family,Yes,9.15,No,7.5249999999999995,77,45000
653,2020,Female,22,2018,8,Yes,Yes,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Networking,4,NETWORKING,Single,No,Bachelor,No,5.375,No,6.35,70,25000
654,2017,Male,24,2017,9,Yes,Yes,1,1,Online,Yes,Yes,1,Intermediate,85,No,No,No,Programming,2,Software,Single,No,Family,No,8.475,No,8.225,90,40000
655,2019,Female,22,2018,11,No,No,2,1,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Web development,1,Software,Single,No,Family,No,9.45,No,8.85,125,60000
656,2017,Male,25,2016,16,No,Yes,6,3,Online,Yes,Yes,4,Intermediate,90,No,No,Yes,Software Development,4,Software,Single,Yes,Family,No,8.774999999999999,No,8.774999999999999,143,100000
657,2020,Male,22,2016,7,No,Yes,1,1,Offline,Yes,Yes,2,Intermediate,60,No,No,Yes,Programming,1,Hardware,Single,No,Bachelor,Yes,7.3,No,7.25,58,62488
658,2019,Female,21,2019,8,No,Yes,5,2,Offline,Yes,Yes,3,Advance,90,Yes,No,Yes,Networking,2,NETWORKING,Engaged,Yes,Bachelor,No,5.324999999999999,No,6.125,87,40000
659,2020,Male,22,2019,7,No,No,2,1,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,No,Bachelor,Yes,8.5,No,7.0,80,35000
660,2022,Female,20,2020,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,0.0,No,0.0,0,30000
661,2020,Female,21,2019,8,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Machine Learning,3,Machine Learning,Single,Yes,Family,Yes,8.5,No,8.75,87,40000
662,2021,Male,20,2020,4,No,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Others,1,Software,Single,Yes,Family,No,6.475,No,7.5249999999999995,24,40000
663,2020,Female,21,2019,8,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,97,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,9.45,No,9.425,87,15000
664,2022,Male,20,2020,2,Yes,Yes,2,1,Online,Yes,Yes,10,Basic,95,No,No,No,Programming,2,Software,Single,No,Family,No,4.375,No,4.375,11,30000
665,2020,Male,22,2019,7,No,No,0,0,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,0,Hardware,Single,Yes,Bachelor,Yes,8.5,No,9.125,75,50000
666,2021,Female,21,2021,3,Yes,No,7,2,Offline,Yes,Yes,3,Basic,99,Yes,Yes,Yes,Programming,1,Hardware,Single,No,Bachelor,No,3.8,No,4.1,8,60000
667,2019,Female,22,2018,11,No,Yes,2,1,Offline,Yes,Yes,4,Advance,90,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Family,Yes,9.15,No,8.425,123,60000
668,2020,Male,20,2019,8,No,No,1,3,Offline,Yes,Yes,2,Intermediate,90,Yes,No,No,Web development,3,Web Development,Single,Yes,Bachelor,No,8.75,No,7.800000000000001,90,25000
669,2019,Female,23,2017,11,No,Yes,2,1,Offline,Yes,Yes,4,Intermediate,70,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,8.975,No,8.875,123,50000
670,2021,Male,20,2019,3,Yes,No,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,7.574999999999999,No,7.574999999999999,23,7000
671,2020,Male,23,2018,8,Yes,No,2,3,Offline,Yes,Yes,2,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,9.85,No,9.75,91,20000
672,2021,Male,21,2020,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,3,Hardware,Single,Yes,Family,No,10.0,No,10.0,12,40000
673,2020,Female,22,2019,7,No,Yes,3,2,Offline,Yes,Yes,4,Intermediate,97,No,No,Yes,Programming,3,Hardware,Single,No,Family,No,8.725000000000001,No,8.6,80,45000
674,2020,Female,21,2019,8,Yes,Yes,1,3,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,1,UI/UX,Single,Yes,Family,Yes,7.5,No,7.75,87,30000
675,2019,Male,24,2018,11,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,91,No,No,Yes,Web development,6,Hardware,Single,Yes,Family,No,8.625,No,8.35,117,19000
676,2020,Male,20,2019,6,No,No,2,1,Offline,Yes,Yes,4,Intermediate,90,No,No,No,Programming,2,NETWORKING,Single,No,Family,Yes,8.95,No,8.75,72,50000
677,2019,Female,21,2018,11,No,No,4,3,Online,Yes,Yes,3,Advance,80,Yes,Yes,Yes,Programming,1,NETWORKING,Married,No,Family,No,7.4,No,6.5249999999999995,96,100000
678,2021,Female,21,2019,3,Yes,No,2,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,8.45,No,8.825,24,40000
679,2021,Female,20,2020,3,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,7.800000000000001,No,7.675,24,50000
680,2018,Male,24,2017,13,No,No,3,1,Online,Yes,Yes,2,Basic,98,Yes,No,Yes,Programming,2,UI/UX,Married,No,Bachelor,No,7.1499999999999995,No,7.199999999999999,133,30000
681,2019,Female,20,2019,10,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Web development,1,Data Science,Single,No,Family,No,7.75,No,8.175,88,45000
682,2021,Male,23,2020,2,Yes,Yes,1,2,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,9.8,No,9.8,11,20000
683,2018,Male,24,2017,14,No,No,3,3,Offline,Yes,Yes,5,Advance,95,Yes,No,No,Programming,2,Software,Relationship,No,Family,No,6.8999999999999995,No,6.6000000000000005,136,25000
684,2019,Female,22,2018,10,Yes,No,2,1,Offline,Yes,Yes,6,Intermediate,70,No,No,Yes,Others,1,Machine Learning,Single,Yes,Bachelor,Yes,8.8,No,9.45,112,62488
685,2019,Male,23,2017,11,Yes,No,3,2,Offline,No,Yes,1,Intermediate,90,No,No,No,Web development,3,Software,Relationship,Yes,Bachelor,No,10.0,No,9.75,123,25000
686,2020,Male,23,2019,8,Yes,Yes,3,1,Offline,Yes,Yes,3,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,9.6,No,9.45,90,62488
687,2019,Female,22,2018,11,No,Yes,1,1,Offline,Yes,Yes,6,Intermediate,86,No,No,No,Programming,2,Software,Single,No,Family,No,8.6,No,8.65,125,300000
688,2019,Male,21,2018,10,No,Yes,3,3,Online,Yes,Yes,2,Basic,99,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,7.7749999999999995,No,7.5,105,62488
689,2022,Male,21,2020,2,Yes,Yes,4,1,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,7.45,No,7.45,11,30000
690,2022,Male,20,2020,2,Yes,No,3,2,Offline,Yes,Yes,6,Basic,100,No,No,No,Programming,3,Software,Single,No,Bachelor,No,8.575000000000001,No,8.575000000000001,12,25000
691,2022,Male,21,2020,2,Yes,No,9,3,Offline,Yes,Yes,3,Advance,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,9.95,No,9.95,28,40000
692,2013,Female,26,2012,9,No,Yes,2,2,Offline,Yes,Yes,2,Basic,90,Yes,No,Yes,Networking,3,NETWORKING,Married,Yes,Family,No,7.7,No,7.875,89,50000
693,2019,Female,22,2017,11,No,No,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,5,Machine Learning,Single,Yes,Family,Yes,7.75,No,7.9,122,20000
694,2021,Male,19,2020,4,No,Yes,3,2,Offline,Yes,Yes,1,Basic,95,Yes,No,No,Others,1,Software,Single,No,Family,No,5.925000000000001,No,6.15,31,50000
695,2022,Male,20,2018,1,Yes,No,4,2,Offline,Yes,Yes,2,Intermediate,85,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,30000
696,2022,Male,21,2019,2,Yes,No,1,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Software,Single,No,Bachelor,No,8.95,No,8.95,12,40000
697,2019,Male,22,2019,8,Yes,Yes,4,2,Offline,Yes,Yes,3,Advance,100,No,Yes,Yes,Programming,4,NETWORKING,Single,Yes,Bachelor,Yes,8.4,Yes,8.675,87,80000
698,2022,Female,18,2021,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Advance,95,No,No,Yes,None,1,Software,Single,No,Family,No,0.0,No,0.0,0,150000
699,2022,Female,20,2021,1,Yes,No,2,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,None,2,Software,Single,No,Family,No,0.0,No,0.0,0,45000
700,2022,Male,19,2021,1,Yes,Yes,4,2,Offline,Yes,Yes,2,Basic,62,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,20000
701,2021,Male,22,2020,5,No,Yes,3,3,Offline,Yes,Yes,3,Intermediate,90,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,7.25,No,5.475,36,60000
702,2022,Male,20,2019,2,No,No,4,2,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,8.299999999999999,No,8.125,12,30000
703,2020,Male,22,2019,8,No,No,6,2,Offline,Yes,Yes,2,Intermediate,0,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,8.25,No,7.875,90,36000
704,2019,Male,23,2017,10,No,No,4,2,Offline,Yes,Yes,3,Intermediate,95,No,No,No,Programming,6,Software,Single,No,Bachelor,No,9.8,No,9.45,123,30000
705,2014,Female,25,2013,24,No,No,1,1,Online,Yes,Yes,12,Intermediate,80,Yes,Yes,Yes,Software Development,4,Software,Married,No,Family,Yes,7.0,Yes,6.25,115,20000
706,2022,Male,21,2020,2,Yes,No,3,2,Online,Yes,No,3,Intermediate,98,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,8.325,No,7.25,12,20000
707,2020,Male,22,2017,8,Yes,No,3,2,Offline,Yes,Yes,1,Intermediate,87,No,No,No,Web development,3,Software,Single,No,Bachelor,No,8.85,No,8.5,87,30000
708,2020,Male,23,2018,8,Yes,Yes,5,6,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,9.15,No,9.525,87,38000
709,2019,Male,24,2018,11,No,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Software Development,3,Software,Single,Yes,Bachelor,No,9.45,No,7.824999999999999,124,15000
710,2020,Male,21,2019,8,No,No,5,4,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,9.549999999999999,No,9.525,89,15000
711,2019,Female,23,2018,11,Yes,Yes,4,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Networking,4,NETWORKING,Single,Yes,Bachelor,Yes,10.0,No,9.825000000000001,118,50000
712,2022,Male,19,2020,2,Yes,No,4,2,Offline,Yes,Yes,1,Basic,80,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,8.85,No,8.85,11,20000
713,2022,Male,21,2019,2,Yes,No,4,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,6.375,No,6.375,11,20000
714,2018,Male,25,2016,12,Yes,No,3,2,Offline,Yes,Yes,2,Advance,90,No,No,No,Web development,2,Software,Single,No,Bachelor,Yes,8.5,Yes,8.5,136,12000
715,2019,Female,22,2017,11,No,No,3,1,Online,Yes,Yes,5,Intermediate,90,No,No,No,Software Development,2,Software,Single,No,Bachelor,No,9.125,No,8.975,126,30000
716,2020,Female,21,2019,8,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,94,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,9.05,No,9.05,85,30000
717,2019,Male,20,2018,9,No,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,None,1,NETWORKING,Single,No,Family,No,9.25,No,8.625,101,30000
718,2020,Female,21,2019,7,Yes,Yes,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,8.75,No,8.75,89,55000
719,2022,Male,21,2020,2,Yes,Yes,5,2,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,4,Others,Single,No,Family,No,8.7,No,8.7,11,50000
720,2019,Male,22,2018,10,No,No,3,2,Offline,Yes,No,3,Intermediate,100,No,No,Yes,Networking,2,NETWORKING,Relationship,Yes,Bachelor,No,7.5249999999999995,No,7.3,112,50000
721,2018,Male,25,2016,11,Yes,Yes,4,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,9.65,No,8.9,129,60000
722,2019,Male,23,2017,10,Yes,Yes,4,4,Online,Yes,Yes,10,Intermediate,98,No,No,Yes,Programming,2,Software,Relationship,No,Family,No,8.45,No,9.525,117,15000
723,2020,Female,22,2019,8,Yes,Yes,5,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Married,No,Family,No,7.675,No,8.55,75,500000
724,2019,Female,23,2017,11,Yes,Yes,3,2,Offline,Yes,Yes,5,Intermediate,96,No,No,No,Programming,3,NETWORKING,Single,No,Family,No,8.975,No,8.9,119,20000
725,2019,Male,25,2017,11,No,No,2,1,Offline,Yes,Yes,6,Intermediate,90,No,No,Yes,Programming,4,Software,Single,Yes,Bachelor,No,6.475,No,7.65,130,50000
726,2019,Male,23,2018,11,No,No,2,3,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,Web development,0,Hardware,Single,No,Bachelor,No,8.25,No,8.100000000000001,130,15000
727,2019,Female,22,2018,11,Yes,Yes,4,4,Offline,Yes,Yes,10,Intermediate,99,No,No,Yes,Web development,2,NETWORKING,Single,Yes,Family,No,9.3,No,9.45,127,62488
728,2022,Male,19,2020,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,9.75,No,9.75,11,40000
729,2018,Male,23,2016,13,No,No,2,2,Offline,Yes,Yes,5,Basic,75,Yes,Yes,Yes,Programming,1,Hardware,Single,Yes,Bachelor,No,6.375,No,6.625,120,20000
730,2021,Male,20,2020,4,Yes,No,4,2,Offline,Yes,Yes,2,Basic,85,No,No,No,Programming,3,Software,Single,No,Bachelor,No,7.5,No,7.0,36,20000
731,2021,Male,22,2021,4,Yes,No,4,2,Online,Yes,Yes,2,Basic,80,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,5.0,No,6.475,24,25000
732,2019,Female,22,2018,11,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,4,Software,Single,No,Bachelor,Yes,9.9,No,9.75,135,200000
733,2022,Male,20,2020,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,9.25,No,9.25,10,25000
734,2022,Male,19,2020,1,No,No,5,2,Online,Yes,Yes,7,Basic,90,No,No,No,Programming,3,Software,Single,No,Family,No,8.25,No,8.25,11,35000
735,2020,Male,22,2019,7,No,No,5,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,2,Software,Single,Yes,Bachelor,Yes,8.0,No,8.774999999999999,90,62488
736,2021,Male,21,2020,3,Yes,Yes,4,2,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Web development,4,Software,Single,No,Family,No,8.924999999999999,No,9.175,23,35000
737,2019,Female,22,2018,11,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,8.425,No,7.7749999999999995,140,40000
738,2021,Male,21,2020,3,Yes,No,4,2,Offline,Yes,Yes,1,Advance,97,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,7.925,No,7.125,20,30000
739,2022,Male,19,2020,1,No,No,1,1,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,8.75,No,8.625,11,10000
740,2022,Male,20,2020,1,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,9.45,No,9.45,28,25000
741,2019,Male,25,2017,10,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,87,No,No,Yes,Programming,3,Software,Single,Yes,Bachelor,Yes,9.75,No,8.975,128,40000
742,2021,Male,21,2020,3,No,Yes,4,2,Offline,Yes,Yes,4,Intermediate,50,No,No,No,Programming,1,Software,Single,No,Family,No,7.35,No,6.25,23,62488
743,2021,Female,21,2020,5,Yes,Yes,3,2,Offline,Yes,Yes,5,Basic,80,No,No,No,Programming,2,Software,Single,No,Family,No,7.2250000000000005,No,7.0,65,20000
744,2021,Female,22,2020,4,No,No,4,2,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,1,Software,Single,No,Bachelor,No,4.5,No,6.4,23,20000
745,2020,Female,22,2019,8,No,No,4,3,Online,Yes,Yes,3,Intermediate,85,No,No,No,Programming,4,Hardware,Single,No,Bachelor,No,6.949999999999999,No,9.375,78,30000
746,2022,Female,20,2021,6,No,No,1,2,Offline,Yes,No,2,Basic,100,Yes,No,Yes,Programming,4,Data Science,Single,No,Family,No,3.625,No,5.949999999999999,50,30000
747,2019,Female,25,2018,10,No,No,5,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Cyber security,2,Data Science,Relationship,Yes,Bachelor,No,6.125,No,8.85,116,34000
748,2019,Male,23,2019,10,Yes,No,6,3,Offline,Yes,No,4,Advance,80,No,No,No,Programming,1,Software,Single,Yes,Family,No,3.625,No,6.125,116,35000
749,2021,Female,20,2019,6,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,No,No,Machine Learning,2,Hardware,Single,No,Family,No,5.0,No,7.975,78,35000
750,2020,Male,24,2018,11,Yes,No,1,2,Offline,Yes,Yes,8,Advance,100,No,No,Yes,Programming,2,Hardware,Single,No,Bachelor,No,7.2250000000000005,No,9.975000000000001,140,36000
751,2020,Female,20,2019,10,No,No,2,1,Offline,Yes,Yes,8,Intermediate,70,No,No,Yes,Cyber security,1,Data Science,Relationship,No,Bachelor,No,7.199999999999999,No,9.375,116,36000
752,2021,Male,20,2020,7,No,No,3,2,Offline,Yes,Yes,7,Basic,60,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,4.675000000000001,No,7.45,101,37000
753,2020,Male,20,2020,9,No,No,1,1,Offline,Yes,No,3,Advance,54,Yes,No,Yes,Networking,3,Hardware,Single,Yes,Family,No,6.1,No,8.825,127,39000
754,2019,Female,22,2019,10,No,No,4,2,Offline,Yes,No,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,7.0,No,9.125,126,40000
755,2019,Male,21,2019,7,No,No,6,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Family,No,5.2749999999999995,No,8.675,103,40000
